record_id	pmid	doi	year	title_short	country_or_region	income_level	target_population	target_population_notes	setting	delivery_model	return_channel	followup_support	self_sampling_confirmed	assay_type	triage_pathway	design	n_invited	n_participated	uptake_pct	followup_closure_reported	followup_reporting_level	followup_completion_pct	followup_notes	equity_stratified_results_reported	acceptability_reported	cost_reported	key_barriers_facilitators	limitations
PMID_39733411	39733411	10.31557/apjcp.2024.25.12.4211	2024	Performance of HPV Self-Sample Collected by a Novel Kit in Comparison with Clinician Collected Sample for Cervical Cance	UNK	UNK	other	Indigenous/minority focus	primary_care	clinic_pickup_return_clinic	in_person	unk	Y	DNA	cytology	other				N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_39796637	39796637	10.3390/cancers17010005	2024	Overcoming Cultural Barriers and Building Healthcare Trust: A Mixed Methods Study on Cervical Cancer Prevention Among Ar	United States	HIC	other		home_mail	unk	unk	unk	Y	UNK	cytology	observational				Y	referral_only			Y	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_35384556	35384556	10.1007/s13187-022-02163-x	2023	"""We Shall Tell them with Love, Inform them what we have Learnt and then Allow them to go"" - Men's Perspectives of Self-Collected Cervical Cancer Screening in Rural Uganda: A Qualitative Inquiry."	Uganda	LMIC	rural_low_access		community_outreach	unk	unk	unk	Y	DNA	unk	qualitative				N	none			N	Y	N		Added during final eligibility reconciliation; charted from PubMed abstract-level information.
PMID_36099416	36099416	10.1158/1055-9965.epi-22-0712	2023	Sociodemographic Characteristics and Screening Outcomes of Women Preferring Self-Sampling in the Dutch Cervical Cancer S	Netherlands	HIC	underscreened_general		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	DNA	cytology	other	857866.0			Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_36239434	36239434	10.1093/oncolo/oyac208	2023	A Qualitative Exploration of Barriers to Treatment Among HPV-Positive Women in a Cervical Cancer Screening Study in West	UNK	UNK	other		other	unk	unk	unk	Y	UNK	cytology	individual_RCT				Y	referral_only			N	N	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_36371904	36371904	10.1016/j.ygyno.2022.10.027	2023	The cost-effectiveness of opt-in and send-to-all HPV self-sampling among long-term non-attenders to cervical cancer scre	UNK	UNK	nonattenders		home_mail	mail_to_home_return_mail	mail	reminders	Y	UNK	cytology	model				N	none			N	N	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_36385698	36385698	10.1002/ijc.34358	2023	Widening the offer of human papillomavirus self-sampling to all women eligible for cervical screening: Make haste slowly	UNK	UNK	underscreened_general		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	cytology	program_evaluation				Y	referral_only			N	N	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_36635749	36635749	10.1186/s43058-022-00367-2	2023	Assessing the implementation fidelity of HPV self-collection offered by community health workers during home visits (the EMA strategy): a case study in a low-middle-resource setting in Argentina.	Argentina	LMIC	rural_low_access		community_outreach	chw_door_to_door	chw	chw_navigation	Y	DNA	unk	implementation_fidelity				Y	referral_only			Y	N	N		Added during final eligibility reconciliation; charted from PubMed abstract-level information.
PMID_36653775	36653775	10.1186/s12913-023-09022-5	2023	Implementation and scaling-up of an effective mHealth intervention to increase adherence to triage of HPV-positive women	UNK	UNK	other		community_outreach	chw_door_to_door	mixed	reminders	Y	UNK	cytology	individual_RCT				Y	referral_only			N	Y	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_36698140	36698140	10.1186/s12905-023-02174-w	2023	Reach and effectiveness of an HPV self-sampling intervention for cervical screening amongst under- or never-screened wom	Canada	HIC	never_screened		home_mail	unk	unk	unk	Y	UNK	cytology	observational		108.0		Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_36870436	36870436	10.1016/j.jogc.2023.02.012	2023	Acceptability and Preferences of Dry HR HPV Self-Sampling Mailed Kits Among Canadian Women: A Cross-Sectional Study.	UNK	UNK	underscreened_general		home_mail	mail_to_home_return_mail	mail	unk	Y	UNK	cytology	individual_RCT		400.0	7.5	N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_36893182	36893182	10.1371/journal.pone.0282853	2023	Leveraging COVID-era innovation for cervical cancer screening: Clinician awareness and attitudes toward self-sampling an	UNK	UNK	underscreened_general		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	cytology	observational				Y	referral_only			Y	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_36906527	36906527	10.1186/s12889-023-15402-7	2023	Mailing human papillomavirus self-sampling kits to women under-screened for cervical cancer improved detection in cervic	Netherlands	HIC	underscreened_general		home_mail	mail_to_home_return_mail	mail	unk	Y	UNK	cytology	other	653.0	953.0		N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_36922319	36922319	10.1016/j.jasc.2023.02.001	2023	Telecytologic diagnosis of cervical smears for triage of self-sampled human papillomavirus-positive women in a resource-	UNK	UNK	other		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	direct_colposcopy	other				Y	referral_only			N	N	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_36922960	36922960	10.1016/j.pmedr.2023.102169	2023	Understanding the effect of new U.S. cervical cancer screening guidelines and modalities on patients' comprehension and 	United States	HIC	other		other	unk	unk	unk	Y	UNK	cytology	observational		32.0		N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_36947040	36947040	10.1001/jamanetworkopen.2023.4052	2023	Economic Evaluation of Mailed Home-Based Human Papillomavirus Self-sampling Kits for Cervical Cancer Screening.	UNK	UNK	underscreened_general		home_mail	mail_to_home_return_mail	mail	reminders	Y	UNK	cytology	individual_RCT	9960.0			Y	referral_only			N	N	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_36952486	36952486	10.1371/journal.pone.0280638	2023	Recruitment strategies and HPV self-collection return rates for under-screened women for cervical cancer prevention.	United States	HIC	underscreened_general		home_mail	mail_to_home_return_mail	mail	unk	Y	UNK	cytology	other		487.0	70.0	N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_36999740	36999740	10.1002/cam4.5851	2023	Human papillomavirus testing on self-collected samples to detect high-grade cervical lesions in rural Bhutan: The REACH-	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	unk	Y	DNA	direct_colposcopy	individual_RCT				Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_37037880	37037880	10.1038/s41591-023-02288-6	2023	Community-integrated self-collected HPV-based cervix screening in a low-resource rural setting: a pragmatic, cluster-ran	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	cytology	cluster_RCT	2019.0	75.0	5.0	N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_37041530	37041530	10.1186/s12889-023-15602-1	2023	Effectiveness of family-centred sexual health education and HPV self-sampling in promoting cervical cancer screening amo	UNK	UNK	other		home_mail	unk	unk	unk	Y	UNK	cytology	observational				N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_37069602	37069602	10.1186/s12916-023-02840-8	2023	Cost-effectiveness of the screen-and-treat strategies using HPV test linked to thermal ablation for cervical cancer prev	UNK	UNK	other		other	unk	unk	unk	Y	UNK	direct_colposcopy	model				Y	referral_only			N	Y	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_37100874	37100874	10.1038/s41416-023-02277-z	2023	Evaluation of DNA methylation biomarkers ASCL1 and LHX8 on HPV-positive self-collected samples from primary HPV-based sc	UNK	UNK	never_screened		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	cytology	other		593.0		Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_37174865	37174865	10.3390/healthcare11091323	2023	Intervention to Increase Cervical Cancer Screening Behavior among Medically Underserved Women: Effectiveness of 3R Commu	UNK	UNK	other		other	unk	unk	unk	Y	DNA	cytology	observational				Y	completion_reported	57.0	Among high-risk HPV-positive women, 57% followed up with physicians for care.	N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_37182529	37182529	10.1016/s2468-2667(23)00076-2	2023	Effect of HPV self-collection kits on cervical cancer screening uptake among under-screened women from low-income US bac	UNK	UNK	underscreened_general		home_mail	mail_to_home_return_mail	mail	reminders	Y	DNA	cytology	individual_RCT		697.0	78.0	N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_37204419	37204419	10.1158/1055-9965.epi-22-1267	2023	Cost-effectiveness of Human Papillomavirus Self-collection Intervention on Cervical Cancer Screening Uptake among Unders	United States	HIC	underscreened_general		home_mail	mail_to_home_return_mail	mail	unk	Y	UNK	cytology	model				N	none			N	N	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_37232493	37232493	10.7554/elife.84664	2023	Perceived barriers to cervical cancer screening and motivators for at-home human papillomavirus self-sampling during the	UNK	UNK	underscreened_general		home_mail	mail_to_home_return_mail	mail	unk	Y	UNK	cytology	individual_RCT				N	none		Reported barriers/motivators survey; no post-positive follow-up completion.	Y	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_37279208	37279208	10.1371/journal.pgph.0001817	2023	A comparative study on behavior, awareness and belief about cervical cancer among rural and urban women in Vietnam.	UNK	UNK	other		other	unk	unk	unk	Y	UNK	cytology	observational				N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_37280031	37280031	10.1136/bmjopen-2022-068940	2023	Two self-sampling strategies for HPV primary cervical cancer screening compared with clinician-collected sampling: an ec	UNK	UNK	nonattenders		home_mail	mail_to_home_return_mail	mail	unk	Y	UNK	direct_colposcopy	program_evaluation			0.0	N	none		Economic model used complete screens, not post-positive clinical follow-up completion.	N	N	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_37289798	37289798	10.1371/journal.pone.0286909	2023	Acceptability of self-sampling human papillomavirus test for cervical cancer screening in Japan: A questionnaire survey in the ACCESS trial.	Japan	HIC	nonattenders		organized_screening	mail_to_home_return_mail	mail	reminders	Y	DNA	cytology	RCT_companion_survey	7340	1196	16.3	N	none			N	Y	N		Added during final eligibility reconciliation; charted from PubMed abstract-level information.
PMID_37297609	37297609	10.3390/ijerph20116004	2023	Facilitators and Barriers to HPV Self-Sampling as a Cervical Cancer Screening Option among Women Living with HIV in Rura	UNK	UNK	other		home_mail	mail_to_home_return_mail	mail	unk	Y	UNK	cytology	observational				N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_37339642	37339642	10.1055/s-0043-1770134	2023	A New Brazilian Device for Cervical Cancer Screening: Acceptability and Accuracy of Self-sampling.	UNK	UNK	underscreened_general		other	unk	unk	unk	Y	UNK	unk	observational	2016.0			Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_37345135	37345135	10.3390/cancers15102797	2023	Results from Two HPV-Based Cervical Cancer Screening-Family Planning Integration Models in Malawi: A Cluster Randomized 	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	unk	cluster_RCT				N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_37407967	37407967	10.1186/s12905-023-02500-2	2023	Community and provider perceptions and experiences of cervical cancer screening in Rural Bolivia: a qualitative study.	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	cytology	observational				N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_37504357	37504357	10.3390/curroncol30070497	2023	Implementation of a Cervical Cancer Screening Intervention for Under- or Never-Screened Women in Ontario, Canada: Unders	Canada	HIC	never_screened		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	cytology	observational				Y	referral_only			N	Y	N		Curation note: 社区冠军招募外展。.
PMID_37504372	37504372	10.3390/curroncol30070512	2023	Are Canadian Women Prepared for the Transition to Primary HPV Testing in Cervical Screening? A National Survey of Knowle	UNK	UNK	underscreened_general		other	unk	unk	unk	Y	UNK	unk	observational				N	none			N	N	N		Curation note: 意向调查。.
PMID_37528945	37528945	10.1017/cts.2023.578	2023	Feasibility and anticipated acceptability of community health worker-facilitated HPV self-sampling for cervical cancer s	UNK	UNK	other		community_outreach	chw_door_to_door	mixed	unk	Y	UNK	cytology	observational				N	none			Y	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_37623195	37623195	10.3390/ijerph20166613	2023	Effectiveness of Clinic-Based Patient-Led Human Papillomavirus DNA Self-Sampling among HIV-Infected Women in Uganda.	UNK	UNK	other		home_mail	unk	mail	unk	Y	DNA	cytology	individual_RCT	382.0			N	none			N	N	Y		Curation note: 协议。.
PMID_37664989	37664989	10.7554/elife.86358	2023	Examining the perceived impact of the COVID-19 pandemic on cervical cancer screening practices among clinicians practici	United States	HIC	other		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	direct_colposcopy	observational				N	none		Clinician survey on pandemic-related screening changes; no HPV-positive follow-up completion.	Y	N	N		Curation note: 诊所。.
PMID_37692077	37692077	10.1016/j.eclinm.2023.102183	2023	Self-sampling and HPV DNA testing for cervical precancer screening in a cohort of nuns in Ghana: a cross-sectional cohort study.	Ghana	LMIC	other	Catholic nuns, described as a group potentially missed by screening programmes.	community_outreach	outreach_event_distribution	outreach_event	in_person	Y	DNA	cytology	cross_sectional_cohort	105	105	100.0	Y	referral_only		Screen-positive nuns underwent follow-up Pap smears and EVA colposcopy; no denominator for completion extracted from abstract.	N	N	N		Added during final eligibility reconciliation; charted from PubMed abstract-level information.
PMID_37724032	37724032	10.1177/0272684x221090060	2023	Determinants of Low-Income Women's Participation in Self-Collected Samples for Cervical Cancer Detection: Application of	UNK	UNK	other		other	unk	unk	unk	Y	UNK	cytology	observational				Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_37768884	37768884	10.1371/journal.pgph.0002135	2023	Understanding the cervical cancer self-collection preferences of women living in urban and rural Rwanda.	UNK	UNK	other		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	unk	observational				N	none			N	Y	N		Curation note: 诊所。.
PMID_37898855	37898855	10.31557/apjcp.2023.24.10.3495	2023	A Study of the Impact and Restitutive Efforts of Cervical Cancer Screening during the COVID-19 Pandemic in a Regional Ca	UNK	UNK	other		home_mail	outreach_event_distribution	unk	unk	Y	DNA	unk	other				N	none			N	N	N		Curation note: 走访。.
PMID_37958337	37958337	10.3390/cancers15215163	2023	Acceptability to Healthcare Professionals of Home-Based HPV Self-Sampling for Cervical Screening: A French Qualitative S	France	HIC	underscreened_general		home_mail	mail_to_home_return_mail	mail	unk	Y	UNK	unk	individual_RCT				N	none			N	Y	N		Curation note: 邮寄。.
PMID_37964260	37964260	10.1186/s12889-023-17132-2	2023	Prevalence and sociodemographic predictors of high-risk vaginal human papillomavirus infection: findings from a public cervical cancer screening registry.	Malaysia	LMIC	rural_low_access		primary_care	mixed_or_multiarm	clinic	unk	Y	DNA	unk	registry_analysis	36738	36738	100.0	N	none			Y	N	N		Added during final eligibility reconciliation; charted from PubMed abstract-level information.
PMID_38015219	38015219	10.1001/jama.2023.21471	2023	Strategies to Increase Cervical Cancer Screening With Mailed Human Papillomavirus Self-Sampling Kits: A Randomized Clini	UNK	UNK	other		home_mail	mail_to_home_return_mail	mail	reminders	Y	UNK	cytology	individual_RCT	355.0			Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_38035305	38035305	10.3389/fpubh.2023.1275311	2023	Co-creation of human papillomavirus self-sampling delivery strategies for cervical cancer screening in rural Zimbabwe: n	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	cytology	other				Y	referral_only			N	Y	N		Curation note: 社区。.
PMID_38109300	38109300	10.1371/journal.pgph.0002539	2023	Evaluation of video-assisted HPV education in government-supported clinics in Western Kenya.	Kenya	LMIC	rural_low_access		clinic	clinic_pickup_return_clinic	clinic	education_navigation	Y	DNA	unk	cluster_RCT_workflow_study			63.0	N	none			N	Y	N	Video-assisted education in government-supported clinics; compared with standard health talks.	Added during final eligibility reconciliation; charted from PubMed abstract-level information.
PMID_34535615	34535615	10.1097/olq.0000000000001557	2022	Prevalence of High-Risk Human Papillomavirus by RNA Assay in Home Self-Collected Samples Among Underscreened People in N	United States	HIC	underscreened_general		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	DNA	cytology	individual_RCT				Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_34538150	34538150	10.1080/13557858.2021.1980771	2022	Qualitative assessment of attitudes toward cervical cancer (CC) screening and HPV self-sampling among African American (	UNK	UNK	migrant_minority		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	unk	other				N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_34694179	34694179	10.1177/09691413211052499	2022	Human papillomavirus self-sampling for long-term non-attenders in cervical cancer screening: A randomised feasibility st	Estonia	HIC	nonattenders		other	unk	unk	unk	Y	UNK	cytology	individual_RCT	12000.0	2006.0	6.0	Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_34780021	34780021	10.1007/s40615-021-01184-4	2022	HPV Testing Behaviors and Willingness to Use HPV Self-sampling at Home Among African American (AA) and Sub-Saharan Afric	UNK	UNK	migrant_minority		home_mail	unk	unk	unk	Y	UNK	cytology	observational				N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_34800474	34800474	10.1016/j.ypmed.2021.106896	2022	Does mailing unsolicited HPV self-sampling kits to women overdue for cervical cancer screening impact uptake of other pr	United States	HIC	underscreened_general		home_mail	mail_to_home_return_mail	mail	reminders	Y	UNK	cytology	individual_RCT	2014.0			N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_34875556	34875556	10.1016/j.ejogrb.2021.11.430	2022	Feasibility of sending a direct send HPV self-sampling kit to long-term non-attenders in an organized cervical screening	UNK	UNK	nonattenders		other	unk	unk	reminders	Y	UNK	direct_colposcopy	individual_RCT	591.0	591.0	20.2	Y	completion_reported	73.9	HPV-positive participants: 17/23 attended colposcopy.	N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_34972808	34972808	10.3399/bjgp.2021.0350	2022	Non-speculum sampling approaches for cervical screening in older women: randomised controlled trial.	United Kingdom	HIC	nonattenders	Older lapsed attenders last screened 6-15 years before randomization.	primary_care	mixed_or_multiarm	clinic	invitation	Y	DNA	unk	randomized_trial	784	80	20.4	N	none			N	N	N		Added during final eligibility reconciliation; charted from PubMed abstract-level information.
PMID_35078829	35078829	10.1136/ijgc-2021-003079	2022	Combining cervical cancer screening for mothers with schoolgirl vaccination during human papillomavirus (HPV) vaccine implementation in South Africa: results from the VACCS1 and VACCS2 trials.	South Africa	LMIC	rural_low_access		school_community	outreach_event_distribution	school_community	education_navigation	Y	DNA	unk	cross_sectional_trials	5137			N	none			Y	Y	N		Added during final eligibility reconciliation; charted from PubMed abstract-level information.
PMID_35147064	35147064	10.1177/17455065221075905	2022	The experience of under-screened and never-screened participants using clinician-supported self-collection cervical scre	Australia	HIC	never_screened		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	cytology	observational				N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_35193408	35193408	10.1177/10732748221076813	2022	Empowering Low-Income Asian American Women to Conduct Human Papillomavirus Self-Sampling Test: A Community-Engaged and C	United States	HIC	other		community_outreach	outreach_event_distribution	mixed	navigation	Y	UNK	cytology	other				N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_35200547	35200547	10.3390/curroncol29020047	2022	Cervical Cancer Prevention and High-Risk HPV Self-Sampling Awareness and Acceptability among Women Living with HIV: A Qu	UNK	UNK	underscreened_general		other	unk	unk	unk	Y	DNA	cytology	observational				N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_35241461	35241461	10.1136/bmjgh-2021-007380	2022	Towards the elimination of cervical cancer in low-income and lower-middle-income countries: modelled evaluation of the e	UNK	UNK	other		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	cytology	model				N	none			N	Y	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_35270303	35270303	10.3390/ijerph19052610	2022	Human Papillomavirus Self-Sampling for Primary Cervical Cancer Screening in Under-Screened Women in Hong Kong during the	UNK	UNK	underscreened_general		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	unk	other		321.0	1.6	N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_35287163	35287163	10.1371/journal.pone.0262213	2022	Reasons for non-attendance to cervical cancer screening and acceptability of HPV self-sampling among Bruneian women: A c	UNK	UNK	other		home_mail	unk	unk	unk	Y	DNA	cytology	observational				N	none		Reported acceptability and HPV positivity; no post-positive follow-up completion.	N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_35313763	35313763	10.1177/09691413221080635	2022	HPV self-sampling and follow-up over two rounds of cervical screening in Australia - the iPap trial.	Australia	HIC	never_screened		home_mail	mail_to_home_return_mail	mail	reminders	Y	UNK	cytology	individual_RCT		1573.0	2.7	Y	completion_reported	84.0	First-round follow-up compliance was 84%; 12-month follow-up compliance was 59.3%.	N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_35389282	35389282	10.1177/09691413221092246	2022	Self-sampling for cervical screening offered at the point of invitation: A cross-sectional study of preferences in Engla	UNK	UNK	migrant_minority		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	cytology	observational				Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_35436908	35436908	10.1186/s12905-022-01702-4	2022	Uptake and correlates of cervical cancer screening among women attending a community-based multi-disease health campaign in Kenya.	Kenya	LMIC	rural_low_access		community_outreach	outreach_event_distribution	outreach_event	referral	Y	DNA	unk	cross_sectional	2016	749	35.6	N	none			Y	N	N		Added during final eligibility reconciliation; charted from PubMed abstract-level information.
PMID_35457487	35457487	10.3390/ijerph19084619	2022	Role of Self-Sampling for Cervical Cancer Screening: Diagnostic Test Properties of Three Tests for the Diagnosis of HPV 	UNK	UNK	other		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	unk	other		120.0		N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_35480875	35480875	10.1016/j.jmh.2022.100102	2022	What do South Asian immigrant women know about HPV, cervical cancer and its early detection: A cross-sectional Australia	Australia	HIC	migrant_minority		other	unk	unk	unk	Y	UNK	cytology	observational		82.0	55.4	N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_35594924	35594924	10.1016/j.ypmed.2022.107096	2022	Operational experiences from the general implementation of HPV self-sampling to Danish screening non-attenders.	UNK	UNK	nonattenders		primary_care	clinic_pickup_return_clinic	in_person	reminders	Y	UNK	unk	program_evaluation	501.0	73.0	73.0	Y	completion_reported	92.0	HPV-positive women: 92% adhered to recommended follow-up.	N	N	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_35666530	35666530	10.1002/ijc.34151	2022	Redesign of a rapid, low-cost HPV typing assay to support risk-based cervical screening and management.	UNK	UNK	other		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	cytology	individual_RCT				N	none			N	N	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_35692337	35692337	10.3389/fpubh.2022.840879	2022	Prevalence of Human Papillomavirus Among Chinese Han and Mongols Minority Women in Inner Mongolia, China: Reflected by S	UNK	UNK	migrant_minority		other	unk	unk	unk	Y	UNK	unk	other				N	none			Y	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_35716139	35716139	10.1002/ijc.34170	2022	Human papillomavirus self-sampling with mRNA testing benefits routine screening.	UNK	UNK	other		other	unk	unk	reminders	Y	mRNA	cytology	individual_RCT	5350.0			Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_35878625	35878625	10.1016/s2214-109x(22)00271-6	2022	Point-of-care HPV DNA testing of self-collected specimens and same-day thermal ablation for the early detection and trea	Australia	HIC	other		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	DNA	cytology	individual_RCT		37.0		Y	completion_reported	98.8	Among 647 HPV-positive women, 602 received same-day thermal ablation and 37/42 referred women attended gynecology review.	N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_35959498	35959498	10.1016/j.pmedr.2022.101929	2022	Harms and benefits of cervical cancer screening among non-attenders in Switzerland: The transition towards HPV-based scr	UNK	UNK	nonattenders		other	unk	unk	unk	Y	UNK	direct_colposcopy	other				Y	referral_only			N	N	Y		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_35968487	35968487	10.3389/fpubh.2022.962039	2022	Assessing Canadian women's preferences for cervical cancer screening: A brief report.	Canada	HIC	underscreened_general		other	unk	unk	unk	Y	UNK	cytology	observational				Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_35991536	35991536	10.1016/j.lanwpc.2022.100551	2022	Pasifika women's knowledge and perceptions of cervical-cancer screening and the implementation of self-testing in Aotear	New Zealand	HIC	other		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	cytology	other				N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_35995936	35995936	10.1038/s41416-022-01954-9	2022	HPV self-sampling among long-term non-attenders to cervical cancer screening in Norway: a pragmatic randomised controlle	UNK	UNK	nonattenders		primary_care	clinic_pickup_return_clinic	in_person	reminders	Y	DNA	cytology	individual_RCT		6000.0	4.8	Y	completion_reported	92.5	Women with positive self-sample: 92.5% attended clinic triage testing.	N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_36008554	36008554	10.1038/s41598-022-18800-w	2022	Implementation of a self-sampling HPV test for non-responders to cervical cancer screening in Japan: secondary analysis 	UNK	UNK	nonattenders		other	unk	unk	unk	Y	UNK	cytology	individual_RCT				N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_36047900	36047900	10.1128/spectrum.01631-22	2022	Clinical Performance of the RealTime High Risk HPV Assay on Self-Collected Vaginal Samples within the VALHUDES Framework	UNK	UNK	other		primary_care	clinic_pickup_return_clinic	in_person	unk	Y	UNK	direct_colposcopy	other	486.0			Y	referral_only			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_36141226	36141226	10.3390/healthcare10091614	2022	Evaluation of Urine and Vaginal Self-Sampling versus Clinician-Based Sampling for Cervical Cancer Screening: A Field Com	UNK	UNK	other		community_outreach	outreach_event_distribution	mixed	unk	Y	UNK	cytology	observational		120.0		N	none			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_36161116	36161116	10.1016/j.pmedr.2022.101947	2022	The impact of offering multiple cervical screening options to women whose screening was overdue in Dumfries and Galloway	UNK	UNK	other		other	unk	unk	reminders	Y	UNK	unk	observational	292.0			N	none			N	N	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
PMID_36161964	36161964	10.1111/hex.13599	2022	Human papillomavirus self-testing among unscreened and under-screened Māori, Pasifika and Asian women in Aotearoa New Ze	New Zealand	HIC	underscreened_general		home_mail	mail_to_home_return_mail	mail	reminders	Y	UNK	cytology	individual_RCT				Y	referral_only			N	Y	N		Auto-charted from abstract-level info; verify/complete when OA full text is available.
