pmid	doi	pmcid	title	journal	year	first_author	url
39137185	10.1371/journal.pmed.1004431	PMC11321549	Increasing coverage in cervical and colorectal cancer screening by leveraging attendance at breast cancer screening: A cluster-randomised, crossover trial.	PLoS medicine	2024	Anne Dorte Lerche Helgestad	https://pubmed.ncbi.nlm.nih.gov/39137185/
39122425	10.46747/cfp.700708479	PMC11328725	Are we ready for human papillomavirus testing? Assessment of patient knowledge of and preferences for cervical cancer screening in Ontario.	Canadian family physician Medecin de famille canadien	2024	Praniya Elangainesan	https://pubmed.ncbi.nlm.nih.gov/39122425/
39109609	10.1097/gco.0000000000000979		Enhancing equity in cervical screening - initiatives to increase screening participation.	Current opinion in obstetrics & gynecology	2024	Telma Costa	https://pubmed.ncbi.nlm.nih.gov/39109609/
39109153	10.3389/fpubh.2024.1353845	PMC11300339	Prevalence of sexually transmitted infections and human papillomavirus in cervical samples from incarcerated women in São Paulo, Brazil: a retrospective single-center study.	Frontiers in public health	2024	Marco A Zonta	https://pubmed.ncbi.nlm.nih.gov/39109153/
39102732	10.1111/hex.13961	PMC10771801	The acceptability of, and informational needs related to, self-collection cervical screening among women of Indian descent living in Victoria, Australia: A qualitative study.	Health expectations : an international journal of public participation in health care and health policy	2024	Ana Machado Colling	https://pubmed.ncbi.nlm.nih.gov/39102732/
39095942	10.1111/tmi.14040		A health decision analytical model to evaluate the cost-effectiveness of female genital schistosomiasis screening strategies: The female genital schistosomiasis SCREEN framework.	Tropical medicine & international health : TM & IH	2024	Olimpia Lamberti	https://pubmed.ncbi.nlm.nih.gov/39095942/
39091000	10.1177/09691413241268819		HPV self-sampling in organized cervical cancer screening program: A randomized pilot study in Estonia in 2021.	Journal of medical screening	2025	Reeli Hallik	https://pubmed.ncbi.nlm.nih.gov/39091000/
39044773	10.26633/rpsp.2024.62	PMC11265311	Investigating under-reported human papillomavirus genotypes in Grenadian women through self-sampling for cervical cancer screening.	Revista panamericana de salud publica = Pan American journal of public health	2024	Frances McGill	https://pubmed.ncbi.nlm.nih.gov/39044773/
39043209	10.1002/cam4.70033	PMC11265801	A qualitative assessment of the acceptability of human papillomavirus self-sampling and informational materials among diverse populations.	Cancer medicine	2024	Amanda F Petrik	https://pubmed.ncbi.nlm.nih.gov/39043209/
39036090	10.1002/btm2.10653	PMC11256128	Evaluation of a novel vaginal cells self-sampling device for human papillomavirus testing in cervical cancer screening: A clinical trial assessing reliability and acceptability.	Bioengineering & translational medicine	2024	Chung-Yao Yang	https://pubmed.ncbi.nlm.nih.gov/39036090/
39021965	10.1016/j.heliyon.2024.e32926	PMC11253232	Experiences and perspectives regarding human papillomavirus self-sampling in sub-Saharan Africa: A systematic review of qualitative evidence.	Heliyon	2024	Mathias Dzobo	https://pubmed.ncbi.nlm.nih.gov/39021965/
39001547	10.3390/cancers16132485	PMC11240307	Enhancing Cervical Cancer Screening with 7-Type HPV mRNA E6/E7 Testing on Self-Collected Samples: Multicentric Insights from Mexico.	Cancers	2024	Carlos Eduardo Aranda Flores	https://pubmed.ncbi.nlm.nih.gov/39001547/
38988049	10.1002/jia2.26297	PMC11236900	Academic accountability to local communities and society through Programme Science: a case study from the HPV self-sampling programme HOPE in Peru.	Journal of the International AIDS Society	2024	Patricia Jannet Garcia	https://pubmed.ncbi.nlm.nih.gov/38988049/
38978020	10.1186/s12905-024-03239-0	PMC11229203	Providers and women's perspectives on opportunities, challenges and recommendations to improve cervical cancer screening in women living with HIV at Mbarara Regional Referral Hospital: a qualitative study.	BMC women's health	2024	Collins David Agaba	https://pubmed.ncbi.nlm.nih.gov/38978020/
38977179	10.1016/j.cct.2024.107617		The ESSAG-trial protocol: A randomized controlled trial evaluating the efficacy of offering a self-sampling kit by the GP to reach women underscreened in the routine cervical cancer screening program.	Contemporary clinical trials	2024	Eva Gezels	https://pubmed.ncbi.nlm.nih.gov/38977179/
38964803	10.1136/bmjopen-2024-086099	PMC11227791	Rationale and design of the Self-TI Study protocol: a cross-sectional human papillomavirus self-testing pilot study among transgender adults in England.	BMJ open	2024	Sarah S Jackson	https://pubmed.ncbi.nlm.nih.gov/38964803/
38962325	10.4314/ahs.v24i1.16	PMC11217832	Attitude to cervical cancer screening and human papillomavirus testing experience in self-sampled Nigerian women.	African health sciences	2024	Ayokunle Moses Olumodeji	https://pubmed.ncbi.nlm.nih.gov/38962325/
38960815	10.1016/j.whi.2024.05.005		Health Care Provider Willingness to Recommend Self-collected Tests for Human Papillomavirus: A Mixed Methods Examination of Associated Factors.	Women's health issues : official publication of the Jacobs Institute of Women's Health	2024	Holly B Fontenot	https://pubmed.ncbi.nlm.nih.gov/38960815/
38953514	10.1111/hex.14118	PMC11217896	Experiences of Self-Sampling and Future Screening Preferences in Non-Attenders Who Returned an HPV Vaginal Self-Sample in the YouScreen Study: Findings From a Cross-Sectional Questionnaire.	Health expectations : an international journal of public participation in health care and health policy	2024	Hannah Drysdale	https://pubmed.ncbi.nlm.nih.gov/38953514/
38904134	10.1136/bmjopen-2023-081282	PMC11191780	Performance of CADM1, MAL and miR124-2 methylation as triage markers for early detection of cervical cancer in self-collected and clinician-collected samples: an exploratory observational study in Papua New Guinea.	BMJ open	2024	Monica Molano	https://pubmed.ncbi.nlm.nih.gov/38904134/
38890078	10.1016/j.whi.2024.05.003	PMC12192447	"""It Feels Like Health Care with the Patient in Mind"": VA Patient and Staff Perspectives on Self-Collected HPV Testing."	Women's health issues : official publication of the Jacobs Institute of Women's Health	2024	Elisheva R Danan	https://pubmed.ncbi.nlm.nih.gov/38890078/
38877469	10.1186/s12905-024-03186-w	PMC11179292	The levels of women's awareness, experience, acceptability and preference for Vaginal Human Papillomavirus (HPV) self-sampling in three provinces of China: a cross-sectional study.	BMC women's health	2024	Jia Song	https://pubmed.ncbi.nlm.nih.gov/38877469/
38871762	10.1038/s41598-024-64462-1	PMC11176183	Cervical cancer screening and vaccination acceptability and attitudes among Arab American women in Southeastern Michigan: a qualitative study.	Scientific reports	2024	Lilah Khoja	https://pubmed.ncbi.nlm.nih.gov/38871762/
38869176	10.1177/09691413241260019	PMC11528872	Primary human papillomavirus testing by clinician- versus self-collection: Awareness and acceptance among cervical cancer screening-eligible women.	Journal of medical screening	2024	Kathy L MacLaughlin	https://pubmed.ncbi.nlm.nih.gov/38869176/
38864276	10.1089/jwh.2024.0284	PMC11995255	Building Capacity for Cervical Cancer Prevention in U.S.-Affiliated Pacific Islands: The Pacific Against Cervical Cancer Project.	Journal of women's health (2002)	2024	Jin Qin	https://pubmed.ncbi.nlm.nih.gov/38864276/
38858160	10.1136/bmjopen-2023-080395	PMC11168163	Zipime-Weka-Schista study protocol: a longitudinal cohort study and economic evaluation of an integrated home-based approach for genital multipathogen screening in women, including female genital schistosomiasis, human papillomavirus, Trichomonas and HIV in Zambia.	BMJ open	2024	Kwame Shanaube	https://pubmed.ncbi.nlm.nih.gov/38858160/
38849788	10.1186/s12889-024-19068-7	PMC11162061	Varying behavioral differences and correlates of HPV infection among young adolescents in Benue state, Nigeria.	BMC public health	2024	Evelyn Erdoo Orya	https://pubmed.ncbi.nlm.nih.gov/38849788/
38849206	10.1136/sextrans-2024-056176		Safety of carrageenan-based gels as preventive microbicides: a narrative review.	Sexually transmitted infections	2024	Cassandra Laurie	https://pubmed.ncbi.nlm.nih.gov/38849206/
38843549	10.26635/6965.6267		Preliminary assessment of using mobile point-of-care human papillomavirus (HPV) testing with the option of immediate colposcopy in a rural area in a high-income country: a case study.	The New Zealand medical journal	2024	Helen Paterson	https://pubmed.ncbi.nlm.nih.gov/38843549/
38830678	10.1503/cmaj.240722	PMC11142031	To eliminate cervical cancer in Canada, nationwide funding of self-sampling for human papillomavirus is needed.	CMAJ : Canadian Medical Association journal = journal de l'Association medicale canadienne	2024	Shannon Charlebois	https://pubmed.ncbi.nlm.nih.gov/38830678/
38827925	10.2147/ijwh.s455118	PMC11143988	"""Barriers and Advantages of Self-Sampling Tests, for HPV Diagnosis: A Qualitative Field Experience Before Implementation in a Rural Community in Ecuador""."	International journal of women's health	2024	Bernardo Vega-Crespo	https://pubmed.ncbi.nlm.nih.gov/38827925/
38823184	10.1016/j.arcmed.2024.103009		HPV Self-Sampling in the Workplace: A Qualitative Study of Benefits, Barriers, and Opportunities for Improvement Perceived by Health Professionals and Managers.	Archives of medical research	2024	Svetlana V Doubova	https://pubmed.ncbi.nlm.nih.gov/38823184/
38818307	10.18103/mra.v12i4.5209	PMC11138408	Barriers to Cervical Cancer Screening and Satisfaction with Self-Sampling among Black Women in Michigan: a Mixed Methods Study.	Medical research archives	2024	Elizabeth Haro	https://pubmed.ncbi.nlm.nih.gov/38818307/
38810730	10.1016/j.modpat.2024.100528		Methylation Analysis to Detect CIN3+ in High-Risk Human Papillomavirus-Positive Self-Samples From the Population-Based Cervical Cancer Screening Program.	Modern pathology : an official journal of the United States and Canadian Academy of Pathology, Inc	2024	Jolien de Waard	https://pubmed.ncbi.nlm.nih.gov/38810730/
38809655	10.31557/apjcp.2024.25.5.1823	PMC11318809	Acceptance of Self-Sampling and Knowledge about Human Papillomavirus among Women in Mongolia.	Asian Pacific journal of cancer prevention : APJCP	2024	Tsetsegsaikhan Batmunkh	https://pubmed.ncbi.nlm.nih.gov/38809655/
38809639	10.31557/apjcp.2024.25.5.1673	PMC11318806	Human Papillomavirus Genotype Detection and Cytology Using a New Self-Sampling Method.	Asian Pacific journal of cancer prevention : APJCP	2024	Hiromi Yabusaki	https://pubmed.ncbi.nlm.nih.gov/38809639/
38781145	10.1371/journal.pgph.0003186	PMC11115198	Patient preference and acceptability of self-sampling for cervical screening in colposcopy clinic attenders: A cross-sectional semi-structured survey.	PLOS global public health	2024	Sophie Webb	https://pubmed.ncbi.nlm.nih.gov/38781145/
38779609	10.4103/joc.joc_108_23	PMC11108033	Application of CytoPath®Easy Vials in Cervical Cancer Screening: Self-Sampling Approach.	Journal of cytology	2024	Sílvia P M Fernandes	https://pubmed.ncbi.nlm.nih.gov/38779609/
38778266	10.1186/s12879-024-09412-y	PMC11110247	Prevalence of high-risk human papillomavirus genotypes in outpatient Malian women living with HIV: a pilot study.	BMC infectious diseases	2024	Ban Traore	https://pubmed.ncbi.nlm.nih.gov/38778266/
38770733	10.19191/ep24.2.a670.043		Management choices for better outcomes in oncologic screening programmes.	Epidemiologia e prevenzione	2024	Angela Chiereghin	https://pubmed.ncbi.nlm.nih.gov/38770733/
38760798	10.1186/s13027-024-00585-4	PMC11100048	Comparison of the ScreenFire and Xpert HPV assays for the detection of human papillomavirus and cervical precancer among women living with HIV in Malawi.	Infectious agents and cancer	2024	Chemtai Mungo	https://pubmed.ncbi.nlm.nih.gov/38760798/
38751040	10.1002/ijc.34989		Sociodemographic characteristics associated with cervical cancer screening participation by send-to-all and opt-in HPV self-sampling: Who benefits? Results from a randomized controlled trial among long-term non-attending women in Norway.	International journal of cancer	2024	Bo T Hansen	https://pubmed.ncbi.nlm.nih.gov/38751040/
38723214	10.1200/go.24.00005	PMC11929156	Culturally Competent Education and Human Papillomavirus Self-Sampling Achieves Healthy People 2030 Cervical Screening Target Among Low-Income Non-Hispanic Black and Hispanic Women.	JCO global oncology	2024	Surendra S Shastri	https://pubmed.ncbi.nlm.nih.gov/38723214/
38702957	10.1002/ijgo.15577		Investigating the healthcare-seeking behaviors of mobile phone users to improve cervical cancer screening in rural Uganda.	International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics	2024	Nelly Mwandacha	https://pubmed.ncbi.nlm.nih.gov/38702957/
40496171	10.1002/puh2.180	PMC12039593	Addressing cervical cancer prevention in Bhutan: A study on the use of loop electrosurgical excision procedures at the primary health care level.	Public health challenges	2024	Sangay Tshering	https://pubmed.ncbi.nlm.nih.gov/40496171/
38678760	10.1016/j.healthpol.2024.105077		Expanding eligibility and improving quality of cervical cancer screening in Estonia: The 2021 reforms.	Health policy (Amsterdam, Netherlands)	2024	Samuel Rigby	https://pubmed.ncbi.nlm.nih.gov/38678760/
38664748	10.1186/s13027-024-00583-6	PMC11046965	Feasibility and applicability of self-sampling based online cervical cancer screening: findings from the China online cervical cancer screening trial.	Infectious agents and cancer	2024	Yi Zhang	https://pubmed.ncbi.nlm.nih.gov/38664748/
38660737	10.1111/1471-0528.17831		Urine high-risk human papillomavirus testing as an alternative to routine cervical screening: A comparative diagnostic accuracy study of two urine collection devices using a randomised study design trial.	BJOG : an international journal of obstetrics and gynaecology	2024	Jennifer C Davies	https://pubmed.ncbi.nlm.nih.gov/38660737/
38656991	10.1371/journal.pgph.0003157	PMC11042693	Understanding of cervical cancer, acceptability of HPV self-collection, and prevalence of HPV in a semi-urban setting in Bangladesh.	PLOS global public health	2024	Lilah Khoja	https://pubmed.ncbi.nlm.nih.gov/38656991/
38649876	10.1186/s12889-024-18551-5	PMC11034125	Acceptability of self-collected vaginal samples for human papillomavirus testing for primary cervical cancer screening: comparison of face-to-face and online recruitment modes.	BMC public health	2024	Siew-Fei Ngu	https://pubmed.ncbi.nlm.nih.gov/38649876/
38648390	10.1002/ijc.34970		Effectiveness of self-sampling human papillomavirus test on precancer detection and screening uptake in Japan: The ACCESS randomized controlled trial.	International journal of cancer	2024	Misuzu Fujita	https://pubmed.ncbi.nlm.nih.gov/38648390/
38617305	10.1101/2024.02.21.24303142	PMC11014639	Comparison of the ScreenFire and Xpert HPV assays for the detection of human papillomavirus and cervical precancer among women living with HIV in Malawi.	medRxiv : the preprint server for health sciences	2024	Chemtai Mungo	https://pubmed.ncbi.nlm.nih.gov/38617305/
38601557	10.1016/j.heliyon.2024.e28328	PMC11004701	Less known but greatly feared: Cervical cancer in Ethiopia community awareness.	Heliyon	2024	Nega Jibat	https://pubmed.ncbi.nlm.nih.gov/38601557/
38595732	10.1016/j.pmedr.2024.102705	PMC11002652	Performance of a vaginal self-collection device versus clinician collected cervical samples for the detection of high-risk human papillomavirus.	Preventive medicine reports	2024	Rodrigo Lopez Castro	https://pubmed.ncbi.nlm.nih.gov/38595732/
38581011	10.1186/s43058-024-00566-z	PMC10998344	Implementation of new technologies designed to improve cervical cancer screening and completion of care in low-resource settings: a case study from the Proyecto Precancer.	Implementation science communications	2024	Sarah D Gilman	https://pubmed.ncbi.nlm.nih.gov/38581011/
38578742	10.1371/journal.pone.0301385	PMC10997089	Strategies for primary HPV test-based cervical cancer screening programme in resource-limited settings in India: Results from a quasi-experimental pragmatic implementation trial.	PloS one	2024	Anu Mary Oommen	https://pubmed.ncbi.nlm.nih.gov/38578742/
38574315	10.1089/lgbt.2023.0336		Cervicovaginal and Anal Self-Sampling for Human Papillomavirus Testing in a Transgender and Gender Diverse Population Assigned Female at Birth: Comfort, Difficulty, and Willingness to Use.	LGBT health	2024	Erin F Welsh	https://pubmed.ncbi.nlm.nih.gov/38574315/
38566763	10.3332/ecancer.2024.1689	PMC10984840	Knowledge, attitudes and practices of cervical cancer screening among female students enrolled in higher education institutions in Cabo Verde.	Ecancermedicalscience	2024	Natalina Sousa Silva Rocha	https://pubmed.ncbi.nlm.nih.gov/38566763/
38539215	10.1186/s12954-024-00982-3	PMC10967053	Opportunities for cancer prevention at syringe services programs: acceptability of HPV self-sampling and vaccination among people who inject drugs.	Harm reduction journal	2024	Samuel Hinkes	https://pubmed.ncbi.nlm.nih.gov/38539215/
38530059	10.1089/lgbt.2023.0335	PMC11449398	Prevalence and Determinants of Cervicovaginal, Oral, and Anal Human Papillomavirus Infection in a Population of Transgender and Gender Diverse People Assigned Female at Birth.	LGBT health	2024	Ryan D McIntosh	https://pubmed.ncbi.nlm.nih.gov/38530059/
38524273	10.1016/j.pmedr.2024.102678	PMC10959704	DNA methylation as a triage tool for cervical cancer screening - A meeting report.	Preventive medicine reports	2024	F Ricardo Burdier	https://pubmed.ncbi.nlm.nih.gov/38524273/
38524242	10.2147/ijwh.s442522	PMC10961009	Barriers Associated with Adherence to Cervical Cancer Screening Among Women Living with HIV in Nkhatabay District, Malawi: A Mixed-Methods Study.	International journal of women's health	2024	Phyllis Chinsamba Baluwa	https://pubmed.ncbi.nlm.nih.gov/38524242/
38516651	10.1089/whr.2024.0004	PMC10956530	Exploratory Analysis of Concordance Between Clinician-Collected and Self-Sampled Human Papillomavirus Tests in a Small Cohort of Average- and High-Risk Patients.	Women's health reports (New Rochelle, N.Y.)	2024	Ashley Wong	https://pubmed.ncbi.nlm.nih.gov/38516651/
38515606	10.3390/venereology2040016	PMC10956645	"Screening for HPV-Related Oropharyngeal Cancer in Gay and Bisexual Men: Acceptability and Predicting Possible Use of ""Oral Selfies"" by Smartphone as a Secondary Prevention Approach."	Venereology (Basel, Switzerland)	2023	Michael W Ross	https://pubmed.ncbi.nlm.nih.gov/38515606/
38505127	10.2147/ijwh.s449979	PMC10949268	HPV Vaccine Uptake, Willingness to Receive, and Causes of Vaccine Hesitancy: A National Study Conducted in Saudi Arabia Among Female Healthcare Professionals.	International journal of women's health	2024	Nouf A AlShamlan	https://pubmed.ncbi.nlm.nih.gov/38505127/
38494078	10.1016/j.jmoldx.2024.02.006	PMC11238274	Evaluation of Pre-Analytical Variables for Human Papillomavirus Primary Screening from Self-Collected Vaginal Swabs.	The Journal of molecular diagnostics : JMD	2024	Michelle Qi	https://pubmed.ncbi.nlm.nih.gov/38494078/
38476363	10.3389/fonc.2024.1356654	PMC10927745	Experiences of women participating in a human papillomavirus-based screen-triage-and treat strategy for cervical cancer prevention in Malawi.	Frontiers in oncology	2024	Fan Lee	https://pubmed.ncbi.nlm.nih.gov/38476363/
38472631	10.1007/s40615-024-01963-9	PMC11913930	"""Well, that Was Pretty Clever!""-Ethnic Minority Women's Views on HPV Self-Sampling Devices for Cervical Cancer Screening: Attitudes to Brushes, First-Void Urine, and Menstrual Blood Devices."	Journal of racial and ethnic health disparities	2025	Signe Ruby Hald	https://pubmed.ncbi.nlm.nih.gov/38472631/
38470710	10.3390/healthcare12050599	PMC10931049	Evaluating Opt-In Vaginal Human Papillomavirus Self-Sampling: Participation Rates and Detection of High-Grade Lesions (CIN2+) among Unscreened Japanese Women Aged 30-39.	Healthcare (Basel, Switzerland)	2024	Ito Taro	https://pubmed.ncbi.nlm.nih.gov/38470710/
38451956	10.1371/journal.pone.0292605	PMC10919649	Cervical cancer prevention: Feasibility of self-sampling and HPV testing in rural and urban areas of Bolivia: An observational study.	PloS one	2024	Francesca Maria Carozzi	https://pubmed.ncbi.nlm.nih.gov/38451956/
38444842	10.1016/j.jcte.2024.100331	PMC10912756	Acceptability of HPV self-collection: A qualitative study of Black women living with type II diabetes and social vulnerability.	Journal of clinical & translational endocrinology	2024	Rahma S Mkuu	https://pubmed.ncbi.nlm.nih.gov/38444842/
38436201	10.1002/ijc.34902		The impact of loss to follow-up in the Dutch organised HPV-based cervical cancer screening programme.	International journal of cancer	2024	E M G Olthof	https://pubmed.ncbi.nlm.nih.gov/38436201/
38420851	10.1002/jmv.29426		Consistency in human papillomavirus type detection between self-collected vaginal specimens and physician-sampled cervical specimens.	Journal of medical virology	2024	Hung-Hsueh Chou	https://pubmed.ncbi.nlm.nih.gov/38420851/
38415553	10.31557/apjcp.2024.25.2.653	PMC11077117	Community Screening for High-Risk Human Papilloma Virus Infection using Self-Sampling and 'Point-Of-Care' Test.	Asian Pacific journal of cancer prevention : APJCP	2024	Shilpa Panta	https://pubmed.ncbi.nlm.nih.gov/38415553/
38415526	10.31557/apjcp.2024.25.2.419	PMC11077114	Out-reach Colposcopy Clinics and HPV Self-Sampling Decreases Loss to Follow up in a Community based Cervical Cancer Screening Programme.	Asian Pacific journal of cancer prevention : APJCP	2024	P Thasneem	https://pubmed.ncbi.nlm.nih.gov/38415526/
38407688	10.1186/s40352-024-00262-z	PMC10895855	Cervical cancer screening barriers and facilitators from the perspectives of women with a history of criminal-legal system involvement and substance use.	Health & justice	2024	Amanda Emerson	https://pubmed.ncbi.nlm.nih.gov/38407688/
38394715	10.1016/j.ejogrb.2024.02.032		Self-sampling for HPV testing in cervical cancer screening: A scoping review.	European journal of obstetrics, gynecology, and reproductive biology	2024	Tamy Colonetti	https://pubmed.ncbi.nlm.nih.gov/38394715/
38394289	10.1089/jwh.2023.0635	PMC12425118	A Systematic Review of the Effectiveness of Cervical Cancer Screening and Prevention Interventions for African American Women: Implications for Promoting Health Equity.	Journal of women's health (2002)	2024	Ariel Washington	https://pubmed.ncbi.nlm.nih.gov/38394289/
38386856	10.26635/6965.6308		Perceived barriers to self-collected HPV testing for cervical cancer screening, and knowledge of HPV: a survey of primary healthcare smear-takers across Aotearoa New Zealand.	The New Zealand medical journal	2024	Sarah Ingamells	https://pubmed.ncbi.nlm.nih.gov/38386856/
38383366	10.1186/s12885-024-11928-0	PMC10882885	Prevalence of genital high-risk human papillomavirus infections and associated factors among women living with human immunodeficiency virus in Uganda.	BMC cancer	2024	Harriet Nakigozi	https://pubmed.ncbi.nlm.nih.gov/38383366/
38383228	10.1016/j.whi.2024.01.001		Factors Associated With Guideline-concordant and Excessive Cervical Cancer Screening: A Mixed Methods Study.	Women's health issues : official publication of the Jacobs Institute of Women's Health	2024	Rebecca B Perkins	https://pubmed.ncbi.nlm.nih.gov/38383228/
38368574	10.1007/s10552-024-01852-w	PMC11129980	Performance of urine samples compared to cervical samples for detection of precancer lesions among HPV-positive women attending colposcopy clinic in Mexico City.	Cancer causes & control : CCC	2024	Joacim Meneses-León	https://pubmed.ncbi.nlm.nih.gov/38368574/
38365690	10.1186/s12905-024-02946-y	PMC10873967	Cervical cancer screening program in Indonesia: is it time for HPV-DNA tests? Results of a qualitative study exploring the stakeholders' perspectives.	BMC women's health	2024	Fitriana Murriya Ekawati	https://pubmed.ncbi.nlm.nih.gov/38365690/
38349689	10.32687/0869-866x-2024-32-1-75-82		[The experience of organization of combined screening of uterine neck cancer in the Republic of Bashkortostan].	Problemy sotsial'noi gigieny, zdravookhraneniia i istorii meditsiny	2024	I G Olkhov	https://pubmed.ncbi.nlm.nih.gov/38349689/
38325609	10.1016/j.ypmed.2024.107888		Cervical cancer screening activity in the Capital Region of Denmark before, during and after the COVID-19 pandemic.	Preventive medicine	2024	Birgitte Tønnes Pedersen	https://pubmed.ncbi.nlm.nih.gov/38325609/
38323823	10.1128/spectrum.02872-23	PMC10913526	Performance of BD Onclarity HPV assay on FLOQSwabs vaginal self-samples.	Microbiology spectrum	2024	Marianna Martinelli	https://pubmed.ncbi.nlm.nih.gov/38323823/
38321465	10.1186/s12889-023-17445-2	PMC10845717	Exploring self-care and cervical cancer prevention attitudes and practices among Moroccan and Pakistani immigrant women in Catalonia, Spain: a comparative qualitative study.	BMC public health	2024	Jone G Lurgain	https://pubmed.ncbi.nlm.nih.gov/38321465/
38283967	10.1016/j.pmedr.2024.102590	PMC10821625	Comparison of diagnostic accuracy and acceptability of self-sampling devices for human Papillomavirus detection: A systematic review.	Preventive medicine reports	2024	Gulzhanat Aimagambetova	https://pubmed.ncbi.nlm.nih.gov/38283967/
38237095	10.1200/go.22.00324	PMC10805429	Acceptability of Integrated Community-Based HIV and Cervical Cancer Screening in Mayuge District, Uganda.	JCO global oncology	2024	Alex Mezei	https://pubmed.ncbi.nlm.nih.gov/38237095/
38236836	10.1371/journal.pgph.0002832	PMC10796028	Implementation of cervical cancer prevention and screening across five tertiary hospitals in Nepal and its policy implications: A mixed-methods study.	PLOS global public health	2024	Ganesh Dangal	https://pubmed.ncbi.nlm.nih.gov/38236836/
38233805	10.1186/s12889-024-17723-7	PMC10795362	Older women's perceptions of HPV self-sampling and HPV-sampling performed by a midwife - a phenomenographic study.	BMC public health	2024	Maria Hälleberg Nyman	https://pubmed.ncbi.nlm.nih.gov/38233805/
38224340	10.7554/elife.91469	PMC10945624	Design of the HPV-automated visual evaluation (PAVE) study: Validating a novel cervical screening strategy.	eLife	2024	Silvia de Sanjosé	https://pubmed.ncbi.nlm.nih.gov/38224340/
38224266	10.1093/eurpub/ckad229	PMC10990530	Direct mailing of HPV self-sampling kits to women aged 50-65 non-participating in cervical screening in the Czech Republic.	European journal of public health	2024	Ondřej Ngo	https://pubmed.ncbi.nlm.nih.gov/38224266/
38196123	10.1002/ijc.34839		Scientific approaches toward improving cervical cancer elimination strategies.	International journal of cancer	2024	Matti Lehtinen	https://pubmed.ncbi.nlm.nih.gov/38196123/
38184985	10.1016/j.diagmicrobio.2023.116160	PMC10877071	Comparable detection of HPV using real-time PCR in paired cervical samples and concentrated first-stream urine collected with Colli-Pee device.	Diagnostic microbiology and infectious disease	2024	Pornjarim Nilyanimit	https://pubmed.ncbi.nlm.nih.gov/38184985/
38183829	10.1016/j.jcv.2023.105638		Allplex HPV HR Detection assay fulfils all clinical performance and reproducibility validation requirements for primary cervical cancer screening.	Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology	2024	Anja Oštrbenk Valenčak	https://pubmed.ncbi.nlm.nih.gov/38183829/
38158930	10.29063/ajrh2023/v27i12.13		Self-sampling for human papilloma virus DNA as a strategy to increase access to cervical cancer screening: patients' and providers' perspectives on facilitators and barriers to scale.	African journal of reproductive health	2023	Eva Lathrop	https://pubmed.ncbi.nlm.nih.gov/38158930/
38143659	10.7759/cureus.49331	PMC10748848	Prevalence and Predictive Factors of Cervical Cancer Screening in Saudi Arabia: A Nationwide Study.	Cureus	2023	Fatimah H Alkhamis	https://pubmed.ncbi.nlm.nih.gov/38143659/
38132196	10.3390/diagnostics13243612	PMC10742725	Comparing the Costs and Diagnostic Outcomes of Replacing Cytology with the QIAsure DNA Methylation Test as a Triage within HPV Primary Cervical Cancer Screening in The Netherlands.	Diagnostics (Basel, Switzerland)	2023	Krishnan Puri Sudhir	https://pubmed.ncbi.nlm.nih.gov/38132196/
38113684	10.1016/j.compbiomed.2023.107809		Self-supervised learning-based cervical cytology for the triage of HPV-positive women in resource-limited settings and low-data regime.	Computers in biology and medicine	2024	Thomas Stegmüller	https://pubmed.ncbi.nlm.nih.gov/38113684/
38109300	10.1371/journal.pgph.0002539	PMC10727431	Evaluation of video-assisted HPV education in government-supported clinics in Western Kenya.	PLOS global public health	2023	Haley Dion	https://pubmed.ncbi.nlm.nih.gov/38109300/
38103276	10.1016/j.puhe.2023.11.026		Resilience of the Dutch HPV-based cervical screening programme during the COVID-19 pandemic.	Public health	2024	E M G Olthof	https://pubmed.ncbi.nlm.nih.gov/38103276/
38101813	10.1136/ijgc-2023-004935		Acceptability of human papillomavirus self-collection and the role of telehealth: a prospective, randomized study stratified by menopausal status.	International journal of gynecological cancer : official journal of the International Gynecological Cancer Society	2024	Katherine Fitch	https://pubmed.ncbi.nlm.nih.gov/38101813/
38091774	10.1016/j.ygyno.2023.11.036		Similar effectiveness with primary HPV and cytology screening - Long-term follow-up of randomized cervical cancer screening trial.	Gynecologic oncology	2024	Maija Vahteristo	https://pubmed.ncbi.nlm.nih.gov/38091774/
38085566	10.7554/elife.80905	PMC10715724	Cervical cancer screening improvements with self-sampling during the COVID-19 pandemic.	eLife	2023	Miriam Elfström	https://pubmed.ncbi.nlm.nih.gov/38085566/
38072937	10.1186/s40001-023-01263-8	PMC10712215	Evaluation of self-sampling-based cervical cancer screening strategy using HPV Selfy CE-IVD test coupled with home-collection kit: a clinical study in Italy.	European journal of medical research	2023	Giulia Feltri	https://pubmed.ncbi.nlm.nih.gov/38072937/
38063671			MOTHERS WILLINGNESS TO VACCINATE THEIR IN-SCHOOL ADOLESCENTS AGAINST HPV INFECTION IN LAGOS STATE NIGERIA.	West African journal of medicine	2023	Adejimi Adebola	https://pubmed.ncbi.nlm.nih.gov/38063671/
38060284	10.1093/jncics/pkad103	PMC10868381	Self-sampling tools to increase cancer screening among underserved patients: a pilot randomized controlled trial.	JNCI cancer spectrum	2024	Jennifer L Moss	https://pubmed.ncbi.nlm.nih.gov/38060284/
