pmid	doi	pmcid	title	journal	year	first_author	url
38818307	10.18103/mra.v12i4.5209	PMC11138408	Barriers to Cervical Cancer Screening and Satisfaction with Self-Sampling among Black Women in Michigan: a Mixed Methods Study.	Medical research archives	2024	Elizabeth Haro	https://pubmed.ncbi.nlm.nih.gov/38818307/
38781145	10.1371/journal.pgph.0003186	PMC11115198	Patient preference and acceptability of self-sampling for cervical screening in colposcopy clinic attenders: A cross-sectional semi-structured survey.	PLOS global public health	2024	Sophie Webb	https://pubmed.ncbi.nlm.nih.gov/38781145/
38751040	10.1002/ijc.34989		Sociodemographic characteristics associated with cervical cancer screening participation by send-to-all and opt-in HPV self-sampling: Who benefits? Results from a randomized controlled trial among long-term non-attending women in Norway.	International journal of cancer	2024	Bo T Hansen	https://pubmed.ncbi.nlm.nih.gov/38751040/
38723214	10.1200/go.24.00005	PMC11929156	Culturally Competent Education and Human Papillomavirus Self-Sampling Achieves Healthy People 2030 Cervical Screening Target Among Low-Income Non-Hispanic Black and Hispanic Women.	JCO global oncology	2024	Surendra S Shastri	https://pubmed.ncbi.nlm.nih.gov/38723214/
38649876	10.1186/s12889-024-18551-5	PMC11034125	Acceptability of self-collected vaginal samples for human papillomavirus testing for primary cervical cancer screening: comparison of face-to-face and online recruitment modes.	BMC public health	2024	Siew-Fei Ngu	https://pubmed.ncbi.nlm.nih.gov/38649876/
38578742	10.1371/journal.pone.0301385	PMC10997089	Strategies for primary HPV test-based cervical cancer screening programme in resource-limited settings in India: Results from a quasi-experimental pragmatic implementation trial.	PloS one	2024	Anu Mary Oommen	https://pubmed.ncbi.nlm.nih.gov/38578742/
38451956	10.1371/journal.pone.0292605	PMC10919649	Cervical cancer prevention: Feasibility of self-sampling and HPV testing in rural and urban areas of Bolivia: An observational study.	PloS one	2024	Francesca Maria Carozzi	https://pubmed.ncbi.nlm.nih.gov/38451956/
38444842	10.1016/j.jcte.2024.100331	PMC10912756	Acceptability of HPV self-collection: A qualitative study of Black women living with type II diabetes and social vulnerability.	Journal of clinical & translational endocrinology	2024	Rahma S Mkuu	https://pubmed.ncbi.nlm.nih.gov/38444842/
38415526	10.31557/apjcp.2024.25.2.419	PMC11077114	Out-reach Colposcopy Clinics and HPV Self-Sampling Decreases Loss to Follow up in a Community based Cervical Cancer Screening Programme.	Asian Pacific journal of cancer prevention : APJCP	2024	P Thasneem	https://pubmed.ncbi.nlm.nih.gov/38415526/
38407688	10.1186/s40352-024-00262-z	PMC10895855	Cervical cancer screening barriers and facilitators from the perspectives of women with a history of criminal-legal system involvement and substance use.	Health & justice	2024	Amanda Emerson	https://pubmed.ncbi.nlm.nih.gov/38407688/
38404421	10.1016/j.lanwpc.2024.101018	PMC10885559	The impact of alternate HPV vaccination and cervical screening strategies in Japan: a cost-effectiveness analysis.	The Lancet regional health. Western Pacific	2024	Matthew R Palmer	https://pubmed.ncbi.nlm.nih.gov/38404421/
38321465	10.1186/s12889-023-17445-2	PMC10845717	Exploring self-care and cervical cancer prevention attitudes and practices among Moroccan and Pakistani immigrant women in Catalonia, Spain: a comparative qualitative study.	BMC public health	2024	Jone G Lurgain	https://pubmed.ncbi.nlm.nih.gov/38321465/
38292027	10.1016/j.pmedr.2024.102599	PMC10825356	Integrating HPV self-collect into primary care to address cervical cancer screening disparities.	Preventive medicine reports	2024	Rebekah Pratt	https://pubmed.ncbi.nlm.nih.gov/38292027/
38060284	10.1093/jncics/pkad103	PMC10868381	Self-sampling tools to increase cancer screening among underserved patients: a pilot randomized controlled trial.	JNCI cancer spectrum	2024	Jennifer L Moss	https://pubmed.ncbi.nlm.nih.gov/38060284/
38035305	10.3389/fpubh.2023.1275311	PMC10687562	Co-creation of human papillomavirus self-sampling delivery strategies for cervical cancer screening in rural Zimbabwe: nominal group technique.	Frontiers in public health	2023	Mathias Dzobo	https://pubmed.ncbi.nlm.nih.gov/38035305/
38015219	10.1001/jama.2023.21471	PMC10685881	Strategies to Increase Cervical Cancer Screening With Mailed Human Papillomavirus Self-Sampling Kits: A Randomized Clinical Trial.	JAMA	2023	Rachel L Winer	https://pubmed.ncbi.nlm.nih.gov/38015219/
37958337	10.3390/cancers15215163	PMC10648237	Acceptability to Healthcare Professionals of Home-Based HPV Self-Sampling for Cervical Screening: A French Qualitative Study Conducted in an Area with Low Access to Health Services.	Cancers	2023	Johane Le Goff	https://pubmed.ncbi.nlm.nih.gov/37958337/
37935320	10.1016/j.amepre.2023.10.020	PMC12177980	Self-Sampling for Human Papillomavirus Testing: Acceptability in a U.S. Safety Net Health System.	American journal of preventive medicine	2024	Susan L Parker	https://pubmed.ncbi.nlm.nih.gov/37935320/
37898855	10.31557/apjcp.2023.24.10.3495	PMC10770680	A Study of the Impact and Restitutive Efforts of Cervical Cancer Screening during the COVID-19 Pandemic in a Regional Cancer Centre in Eastern India.	Asian Pacific journal of cancer prevention : APJCP	2023	Sreeya Bose	https://pubmed.ncbi.nlm.nih.gov/37898855/
37876969	10.3389/fonc.2023.1254304	PMC10593479	Prevalence and risk factors for high-risk human papillomavirus infection among women from three southern geopolitical zones of Nigeria.	Frontiers in oncology	2023	Chika Kingsley Onwuamah	https://pubmed.ncbi.nlm.nih.gov/37876969/
37841741	10.3389/fpubh.2023.1226779	PMC10570451	Cervical cancer screening programs for female sex workers: a scoping review.	Frontiers in public health	2023	Léa Vimpere	https://pubmed.ncbi.nlm.nih.gov/37841741/
37768884	10.1371/journal.pgph.0002135	PMC10538759	Understanding the cervical cancer self-collection preferences of women living in urban and rural Rwanda.	PLOS global public health	2023	Varun Nair	https://pubmed.ncbi.nlm.nih.gov/37768884/
37707939	10.2196/51643	PMC10540018	A Model for Empowering Rural Solutions for Cervical Cancer Prevention (He Tapu Te Whare Tangata): Protocol for a Cluster Randomized Crossover Trial.	JMIR research protocols	2023	Beverley Lawton	https://pubmed.ncbi.nlm.nih.gov/37707939/
37664989	10.7554/elife.86358	PMC10476963	Examining the perceived impact of the COVID-19 pandemic on cervical cancer screening practices among clinicians practicing in Federally Qualified Health Centers: A mixed methods study.	eLife	2023	Lindsay Fuzzell	https://pubmed.ncbi.nlm.nih.gov/37664989/
37633857	10.1007/s10552-023-01778-9	10037549	HPV self-sampling among women in the United States: preferences for implementation.	Cancer causes & control : CCC	2024	Ashvita Garg	https://pubmed.ncbi.nlm.nih.gov/37633857/
37623195	10.3390/ijerph20166613	PMC10454402	Effectiveness of Clinic-Based Patient-Led Human Papillomavirus DNA Self-Sampling among HIV-Infected Women in Uganda.	International journal of environmental research and public health	2023	Agnes Nyabigambo	https://pubmed.ncbi.nlm.nih.gov/37623195/
37504372	10.3390/curroncol30070512	PMC10378227	Are Canadian Women Prepared for the Transition to Primary HPV Testing in Cervical Screening? A National Survey of Knowledge, Attitudes, and Beliefs.	Current oncology (Toronto, Ont.)	2023	Ben Haward	https://pubmed.ncbi.nlm.nih.gov/37504372/
37504357	10.3390/curroncol30070497	PMC10378307	Implementation of a Cervical Cancer Screening Intervention for Under- or Never-Screened Women in Ontario, Canada: Understanding the Acceptability of HPV Self-Sampling.	Current oncology (Toronto, Ont.)	2023	Kimberly Devotta	https://pubmed.ncbi.nlm.nih.gov/37504357/
37407967	10.1186/s12905-023-02500-2	PMC10324272	Community and provider perceptions and experiences of cervical cancer screening in Rural Bolivia: a qualitative study.	BMC women's health	2023	Armando Basagoitia	https://pubmed.ncbi.nlm.nih.gov/37407967/
37345135	10.3390/cancers15102797	PMC10216717	Results from Two HPV-Based Cervical Cancer Screening-Family Planning Integration Models in Malawi: A Cluster Randomized Trial.	Cancers	2023	Jennifer H Tang	https://pubmed.ncbi.nlm.nih.gov/37345135/
37339642	10.1055/s-0043-1770134	PMC10281768	A New Brazilian Device for Cervical Cancer Screening: Acceptability and Accuracy of Self-sampling.	Revista brasileira de ginecologia e obstetricia : revista da Federacao Brasileira das Sociedades de Ginecologia e Obstetricia	2023	Martina Lichtenfels	https://pubmed.ncbi.nlm.nih.gov/37339642/
37297609	10.3390/ijerph20116004	PMC10253138	Facilitators and Barriers to HPV Self-Sampling as a Cervical Cancer Screening Option among Women Living with HIV in Rural Uganda.	International journal of environmental research and public health	2023	Agnes Nyabigambo	https://pubmed.ncbi.nlm.nih.gov/37297609/
37280031	10.1136/bmjopen-2022-068940	PMC10254906	Two self-sampling strategies for HPV primary cervical cancer screening compared with clinician-collected sampling: an economic evaluation.	BMJ open	2023	Susie Huntington	https://pubmed.ncbi.nlm.nih.gov/37280031/
37279208	10.1371/journal.pgph.0001817	PMC10243615	A comparative study on behavior, awareness and belief about cervical cancer among rural and urban women in Vietnam.	PLOS global public health	2023	Minh Tung Phung	https://pubmed.ncbi.nlm.nih.gov/37279208/
37232493	10.7554/elife.84664	PMC10335828	Perceived barriers to cervical cancer screening and motivators for at-home human papillomavirus self-sampling during the COVID-19 pandemic: Results from a telephone survey.	eLife	2023	Susan Parker	https://pubmed.ncbi.nlm.nih.gov/37232493/
37223565	10.1016/j.pmedr.2023.102213	PMC10201842	Implementation of Australia's primary human papillomavirus (HPV) cervical screening program: The STakeholders Opinions of Renewal Implementation and Experiences Study.	Preventive medicine reports	2023	Julia M L Brotherton	https://pubmed.ncbi.nlm.nih.gov/37223565/
37204419	10.1158/1055-9965.epi-22-1267	PMC10524653	Cost-effectiveness of Human Papillomavirus Self-collection Intervention on Cervical Cancer Screening Uptake among Underscreened U.S. Persons with a Cervix.	Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology	2023	Lisa P Spees	https://pubmed.ncbi.nlm.nih.gov/37204419/
37182529	10.1016/s2468-2667(23)00076-2	PMC10283467	Effect of HPV self-collection kits on cervical cancer screening uptake among under-screened women from low-income US backgrounds (MBMT-3): a phase 3, open-label, randomised controlled trial.	The Lancet. Public health	2023	Peyton K Pretsch	https://pubmed.ncbi.nlm.nih.gov/37182529/
37129887	10.1080/01443615.2023.2204942		Experience and acceptability for HPV self-sampling among women in Jiangsu province, China: a cross-sectional survey.	Journal of obstetrics and gynaecology : the journal of the Institute of Obstetrics and Gynaecology	2023	Shui-Xiang Qu	https://pubmed.ncbi.nlm.nih.gov/37129887/
37100874	10.1038/s41416-023-02277-z	PMC10132796	Evaluation of DNA methylation biomarkers ASCL1 and LHX8 on HPV-positive self-collected samples from primary HPV-based screening.	British journal of cancer	2023	Lisanne Verhoef	https://pubmed.ncbi.nlm.nih.gov/37100874/
37085299	10.1136/bmjopen-2022-062090	PMC10124230	Mapping evidence on the acceptability of human papillomavirus self-sampling for cervical cancer screening among women in sub-Saharan Africa: a scoping review.	BMJ open	2023	Mathias Dzobo	https://pubmed.ncbi.nlm.nih.gov/37085299/
37069602	10.1186/s12916-023-02840-8	PMC10111823	Cost-effectiveness of the screen-and-treat strategies using HPV test linked to thermal ablation for cervical cancer prevention in China: a modeling study.	BMC medicine	2023	Xue-Lian Zhao	https://pubmed.ncbi.nlm.nih.gov/37069602/
37041530	10.1186/s12889-023-15602-1	PMC10088194	Effectiveness of family-centred sexual health education and HPV self-sampling in promoting cervical cancer screening among hard-to-reach indian women in rural and tribal areas: a community-based pilot study.	BMC public health	2023	Mandana Vahabi	https://pubmed.ncbi.nlm.nih.gov/37041530/
37037880	10.1038/s41591-023-02288-6	7400218	Community-integrated self-collected HPV-based cervix screening in a low-resource rural setting: a pragmatic, cluster-randomized trial.	Nature medicine	2023	Anna Gottschlich	https://pubmed.ncbi.nlm.nih.gov/37037880/
36999740	10.1002/cam4.5851	PMC10619475	Human papillomavirus testing on self-collected samples to detect high-grade cervical lesions in rural Bhutan: The REACH-Bhutan study.	Cancer medicine	2023	Gary M Clifford	https://pubmed.ncbi.nlm.nih.gov/36999740/
36952486	10.1371/journal.pone.0280638	PMC10035812	Recruitment strategies and HPV self-collection return rates for under-screened women for cervical cancer prevention.	PloS one	2023	Jennifer S Smith	https://pubmed.ncbi.nlm.nih.gov/36952486/
36947040	10.1001/jamanetworkopen.2023.4052	PMC10034577	Economic Evaluation of Mailed Home-Based Human Papillomavirus Self-sampling Kits for Cervical Cancer Screening.	JAMA network open	2023	Richard T Meenan	https://pubmed.ncbi.nlm.nih.gov/36947040/
36906527	10.1186/s12889-023-15402-7	PMC10008572	Mailing human papillomavirus self-sampling kits to women under-screened for cervical cancer improved detection in cervical cancer screening in a general population study in Japan.	BMC public health	2023	Yoko Nishimura	https://pubmed.ncbi.nlm.nih.gov/36906527/
36894985	10.1186/s12913-023-09113-3	PMC9998252	Upscaling cervical cancer screening and treatment for women living with HIV at a rural referral hospital in Tanzania: protocol of a before-and-after study exploring HPV testing and novel diagnostics.	BMC health services research	2023	Ivana Di Salvo	https://pubmed.ncbi.nlm.nih.gov/36894985/
36893182	10.1371/journal.pone.0282853	PMC9997915	Leveraging COVID-era innovation for cervical cancer screening: Clinician awareness and attitudes toward self-sampling and rapid testing for HPV detection.	PloS one	2023	Natalia M Rodriguez	https://pubmed.ncbi.nlm.nih.gov/36893182/
36870436	10.1016/j.jogc.2023.02.012		Acceptability and Preferences of Dry HR HPV Self-Sampling Mailed Kits Among Canadian Women: A Cross-Sectional Study.	Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC	2023	Jessica Ruel-Laliberté	https://pubmed.ncbi.nlm.nih.gov/36870436/
36744312	10.1158/1055-9965.epi-22-1041		HPV-based Cervical Cancer Screening on Self-samples in the Netherlands: Challenges to Reach Women and Test Performance Questions.	Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology	2023	Marc Arbyn	https://pubmed.ncbi.nlm.nih.gov/36744312/
36741739	10.3389/fonc.2022.1020205	PMC9895854	Feasibility and acceptability of self-collection of Human Papillomavirus samples for primary cervical cancer screening on the Caribbean Coast of Nicaragua: A mixed-methods study.	Frontiers in oncology	2022	Emma McKim Mitchell	https://pubmed.ncbi.nlm.nih.gov/36741739/
36698140	10.1186/s12905-023-02174-w	PMC9876406	Reach and effectiveness of an HPV self-sampling intervention for cervical screening amongst under- or never-screened women in Toronto, Ontario Canada.	BMC women's health	2023	Kimberly Devotta	https://pubmed.ncbi.nlm.nih.gov/36698140/
36568753	10.3389/fpubh.2022.1003461	PMC9773849	Does self-sampling for human papilloma virus testing have the potential to increase cervical cancer screening? An updated meta-analysis of observational studies and randomized clinical trials.	Frontiers in public health	2022	Gianfranco Di Gennaro	https://pubmed.ncbi.nlm.nih.gov/36568753/
36568333	10.4102/sajid.v37i1.414	PMC9772712	The preference of women living with HIV for the HPV self-sampling of urine at a rural HIV clinic in Uganda.	Southern African journal of infectious diseases	2022	Agnes Nyabigambo	https://pubmed.ncbi.nlm.nih.gov/36568333/
36517552	10.1038/s41416-022-02094-w	PMC9977737	Offering HPV self-sampling kits: an updated meta-analysis of the effectiveness of strategies to increase participation in cervical cancer screening.	British journal of cancer	2023	Stefanie Costa	https://pubmed.ncbi.nlm.nih.gov/36517552/
36497850	10.3390/ijerph192315776	PMC9739016	"""So, if she wasn't aware of it, then how would everybody else out there be aware of it?""-Key Stakeholder Perspectives on the Initial Implementation of Self-Collection in Australia's Cervical Screening Program: A Qualitative Study."	International journal of environmental research and public health	2022	Claire M Zammit	https://pubmed.ncbi.nlm.nih.gov/36497850/
36454891	10.1371/journal.pone.0277791	PMC9714890	Patient perspectives on cervical cancer screening interventions among underscreened women.	PloS one	2022	Andrea C Des Marais	https://pubmed.ncbi.nlm.nih.gov/36454891/
36451884	10.1101/2022.11.20.22282562	PMC9709802	Perceived barriers to cervical cancer screening and motivators for at-home human papillomavirus self-sampling during the COVID-19 pandemic: Results from a telephone survey.	medRxiv : the preprint server for health sciences	2022	Susan L Parker	https://pubmed.ncbi.nlm.nih.gov/36451884/
36449291	10.1001/jamanetworkopen.2022.44343	PMC9713609	Effect of Patient Characteristics on Uptake of Screening Using a Mailed Human Papillomavirus Self-sampling Kit: A Secondary Analysis of a Randomized Clinical Trial.	JAMA network open	2022	Rachel L Winer	https://pubmed.ncbi.nlm.nih.gov/36449291/
36433760	10.1177/10732748221135441	PMC9703545	Cervical Cancer-Related Knowledge, Attitudes, Practices and Self-Screening Acceptance Among Patients, Employees, and Social Media Followers of Major Brazilian Hospital.	Cancer control : journal of the Moffitt Cancer Center	2022	Luiza Perez	https://pubmed.ncbi.nlm.nih.gov/36433760/
36420004	10.3389/fpubh.2022.938272	PMC9677822	Effectiveness and feasibility of self-sampling for human papillomavirus testing for internet-based cervical cancer screening.	Frontiers in public health	2022	Jingran Li	https://pubmed.ncbi.nlm.nih.gov/36420004/
36385698	10.1002/ijc.34358	PMC10952475	Widening the offer of human papillomavirus self-sampling to all women eligible for cervical screening: Make haste slowly.	International journal of cancer	2023	Matejka Rebolj	https://pubmed.ncbi.nlm.nih.gov/36385698/
36371904	10.1016/j.ygyno.2022.10.027		The cost-effectiveness of opt-in and send-to-all HPV self-sampling among long-term non-attenders to cervical cancer screening in Norway: The Equalscreen randomized controlled trial.	Gynecologic oncology	2023	Tara Knauss	https://pubmed.ncbi.nlm.nih.gov/36371904/
36356272	10.26635/6965.5856		Feasibility and acceptability of telehealth and contactless delivery of human papillomavirus (HPV) self-testing for cervical screening with Māori and Pacific women in a COVID-19 outbreak in Aotearoa New Zealand.	The New Zealand medical journal	2022	Karen Bartholomew	https://pubmed.ncbi.nlm.nih.gov/36356272/
36338730	10.3389/fonc.2022.948471	PMC9627290	Recent HPV self-sampling use for cervical cancer screening in Latin America and Caribbean: a systematic review.	Frontiers in oncology	2022	Camila B Dartibale	https://pubmed.ncbi.nlm.nih.gov/36338730/
36263396	10.1016/j.eclinm.2022.101702	PMC9574404	HPV screening in the urine of transpeople - A prevalence study.	EClinicalMedicine	2022	Sophie Pils	https://pubmed.ncbi.nlm.nih.gov/36263396/
36241993	10.1186/s12913-022-08423-2	PMC9563118	Acting on the call for cervical cancer elimination: Planning tools for low- and middle- income countries to increase the coverage and effectiveness of screening and treatment.	BMC health services research	2022	Tara Herrick	https://pubmed.ncbi.nlm.nih.gov/36241993/
36241145	10.1016/j.cct.2022.106960	PMC10164445	Design of a pragmatic randomized controlled trial of home-based human papillomavirus (HPV) self-sampling for increasing cervical cancer screening uptake in a U.S. healthcare system: The STEP trial.	Contemporary clinical trials	2022	Rachel L Winer	https://pubmed.ncbi.nlm.nih.gov/36241145/
36239434	10.1093/oncolo/oyac208	PMC9847557	A Qualitative Exploration of Barriers to Treatment Among HPV-Positive Women in a Cervical Cancer Screening Study in Western Kenya.	The oncologist	2023	Sinéad Isaacson	https://pubmed.ncbi.nlm.nih.gov/36239434/
36227948	10.1371/journal.pone.0274974	PMC9562154	Racial and ethnic differences in cervical cancer screening barriers and intentions: The My Body My Test-3 HPV self-collection trial among under-screened, low-income women.	PloS one	2022	Erica E Zeno	https://pubmed.ncbi.nlm.nih.gov/36227948/
36161964	10.1111/hex.13599	PMC9700139	Human papillomavirus self-testing among unscreened and under-screened Māori, Pasifika and Asian women in Aotearoa New Zealand: A preference survey among responders and interviews with clinical-trial nonresponders.	Health expectations : an international journal of public participation in health care and health policy	2022	Susan M Sherman	https://pubmed.ncbi.nlm.nih.gov/36161964/
36158979	10.3332/ecancer.2022.1427	PMC9458266	Diagnostic accuracy of menstrual blood for human papillomavirus detection in cervical cancer screening: a systematic review.	Ecancermedicalscience	2022	Priyal Chakravarti	https://pubmed.ncbi.nlm.nih.gov/36158979/
36141226	10.3390/healthcare10091614	PMC9498379	Evaluation of Urine and Vaginal Self-Sampling versus Clinician-Based Sampling for Cervical Cancer Screening: A Field Comparison of the Acceptability of Three Sampling Tests in a Rural Community of Cuenca, Ecuador.	Healthcare (Basel, Switzerland)	2022	Bernardo Vega Crespo	https://pubmed.ncbi.nlm.nih.gov/36141226/
36099416	10.1158/1055-9965.epi-22-0712	PMC9900317	Sociodemographic Characteristics and Screening Outcomes of Women Preferring Self-Sampling in the Dutch Cervical Cancer Screening Programme: A Population-Based Study.	Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology	2023	Clare A Aitken	https://pubmed.ncbi.nlm.nih.gov/36099416/
36078764	10.3390/ijerph191711053	PMC9517721	Knowledge and Perceptions about Cervical Cancer and HPV Screening in Women in Rural Areas of Ecuador: A Qualitative Research Study.	International journal of environmental research and public health	2022	Estefanía Bautista-Valarezo	https://pubmed.ncbi.nlm.nih.gov/36078764/
36074549	10.2196/35093	PMC9501679	A Family-Centered Sexual Health Intervention to Promote Cervical Cancer Screening Uptake Among Low-Income Rural Women in India: Protocol for a Community-Based Mixed Methods Pilot Study.	JMIR research protocols	2022	Mandana Vahabi	https://pubmed.ncbi.nlm.nih.gov/36074549/
36049283	10.1016/j.jcv.2022.105271		Analytical and clinical performance of extended HPV genotyping with BD Onclarity HPV Assay in home-collected first-void urine: A diagnostic test accuracy study.	Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology	2022	Severien Van Keer	https://pubmed.ncbi.nlm.nih.gov/36049283/
35995936	10.1038/s41416-022-01954-9	PMC9643532	HPV self-sampling among long-term non-attenders to cervical cancer screening in Norway: a pragmatic randomised controlled trial.	British journal of cancer	2022	Gunvor Aasbø	https://pubmed.ncbi.nlm.nih.gov/35995936/
35968487	10.3389/fpubh.2022.962039	PMC9366717	Assessing Canadian women's preferences for cervical cancer screening: A brief report.	Frontiers in public health	2022	Patricia Zhu	https://pubmed.ncbi.nlm.nih.gov/35968487/
35959498	10.1016/j.pmedr.2022.101929	PMC9357843	Harms and benefits of cervical cancer screening among non-attenders in Switzerland: The transition towards HPV-based screening.	Preventive medicine reports	2022	Rosa Catarino	https://pubmed.ncbi.nlm.nih.gov/35959498/
35878625	10.1016/s2214-109x(22)00271-6		Point-of-care HPV DNA testing of self-collected specimens and same-day thermal ablation for the early detection and treatment of cervical pre-cancer in women in Papua New Guinea: a prospective, single-arm intervention trial (HPV-STAT).	The Lancet. Global health	2022	Andrew J B Vallely	https://pubmed.ncbi.nlm.nih.gov/35878625/
35855918	10.1016/j.pmedr.2022.101893	PMC9287788	The interface between U.S. primary care clinics and pharmacies for HPV vaccination delivery: A scoping literature review.	Preventive medicine reports	2022	Patricia A Carney	https://pubmed.ncbi.nlm.nih.gov/35855918/
35840949	10.1186/s12889-022-13488-z	PMC9284962	Investigating feasibility of 2021 WHO protocol for cervical cancer screening in underscreened populations: PREvention and SCReening Innovation Project Toward Elimination of Cervical Cancer (PRESCRIP-TEC).	BMC public health	2022	Marat Sultanov	https://pubmed.ncbi.nlm.nih.gov/35840949/
37585011	10.29063/ajrh2022/v26i7s.7		Intention and self-efficacy for pap smear screening and Human Papilloma Virus vaccination among Saudi women at Najran city, KSA.	African journal of reproductive health	2022	Wafaa T Elgzar	https://pubmed.ncbi.nlm.nih.gov/37585011/
35708742	10.2196/38917	PMC9247817	Ensuring a Successful Transition From Cytology to Human Papillomavirus-Based Primary Cervical Cancer Screening in Canada by Investigating the Psychosocial Correlates of Women's Intentions: Protocol for an Observational Study.	JMIR research protocols	2022	Gabrielle Griffin-Mathieu	https://pubmed.ncbi.nlm.nih.gov/35708742/
35666530	10.1002/ijc.34151	PMC9378567	Redesign of a rapid, low-cost HPV typing assay to support risk-based cervical screening and management.	International journal of cancer	2022	Kanan T Desai	https://pubmed.ncbi.nlm.nih.gov/35666530/
35594924	10.1016/j.ypmed.2022.107096		Operational experiences from the general implementation of HPV self-sampling to Danish screening non-attenders.	Preventive medicine	2022	Ditte Møller Ejegod	https://pubmed.ncbi.nlm.nih.gov/35594924/
35457487	10.3390/ijerph19084619	PMC9028024	Role of Self-Sampling for Cervical Cancer Screening: Diagnostic Test Properties of Three Tests for the Diagnosis of HPV in Rural Communities of Cuenca, Ecuador.	International journal of environmental research and public health	2022	Bernardo Vega Crespo	https://pubmed.ncbi.nlm.nih.gov/35457487/
35436908	10.1186/s12905-022-01702-4	PMC9014598	Uptake and correlates of cervical cancer screening among women attending a community-based multi-disease health campaign in Kenya.	BMC women's health	2022	Yujung Choi	https://pubmed.ncbi.nlm.nih.gov/35436908/
35389282	10.1177/09691413221092246	PMC9381689	Self-sampling for cervical screening offered at the point of invitation: A cross-sectional study of preferences in England.	Journal of medical screening	2022	Hannah Drysdale	https://pubmed.ncbi.nlm.nih.gov/35389282/
35384556	10.1007/s13187-022-02163-x	6035473	"""We Shall Tell them with Love, Inform them what we have Learnt and then Allow them to go"" - Men's Perspectives of Self-Collected Cervical Cancer Screening in Rural Uganda: A Qualitative Inquiry."	Journal of cancer education : the official journal of the American Association for Cancer Education	2023	Angeli Rawat	https://pubmed.ncbi.nlm.nih.gov/35384556/
35326530	10.3390/cancers14061380	PMC8946624	Assessing the Acceptability of Home-Based HPV Self-Sampling: A Qualitative Study on Cervical Cancer Screening Conducted in Reunion Island Prior to the RESISTE Trial.	Cancers	2022	Dolorès Pourette	https://pubmed.ncbi.nlm.nih.gov/35326530/
35313763	10.1177/09691413221080635		HPV self-sampling and follow-up over two rounds of cervical screening in Australia - the iPap trial.	Journal of medical screening	2022	Farhana Sultana	https://pubmed.ncbi.nlm.nih.gov/35313763/
35270303	10.3390/ijerph19052610	PMC8910259	Human Papillomavirus Self-Sampling for Primary Cervical Cancer Screening in Under-Screened Women in Hong Kong during the COVID-19 Pandemic.	International journal of environmental research and public health	2022	Siew-Fei Ngu	https://pubmed.ncbi.nlm.nih.gov/35270303/
35200547	10.3390/curroncol29020047	PMC8870184	Cervical Cancer Prevention and High-Risk HPV Self-Sampling Awareness and Acceptability among Women Living with HIV: A Qualitative Investigation from the Patients' and Providers' Perspectives.	Current oncology (Toronto, Ont.)	2022	Daisy Le	https://pubmed.ncbi.nlm.nih.gov/35200547/
35193408	10.1177/10732748221076813	PMC8874186	Empowering Low-Income Asian American Women to Conduct Human Papillomavirus Self-Sampling Test: A Community-Engaged and Culturally Tailored Intervention.	Cancer control : journal of the Moffitt Cancer Center	2022	Grace X Ma	https://pubmed.ncbi.nlm.nih.gov/35193408/
35147064	10.1177/17455065221075905	PMC8841921	The experience of under-screened and never-screened participants using clinician-supported self-collection cervical screening within the Australian National Cervical Screening Program.	Women's health (London, England)	2022	Nicola S Creagh	https://pubmed.ncbi.nlm.nih.gov/35147064/
35040970	10.1001/jamanetworkopen.2021.43582	PMC8767443	Assessment of US Preventive Services Task Force Guideline-Concordant Cervical Cancer Screening Rates and Reasons for Underscreening by Age, Race and Ethnicity, Sexual Orientation, Rurality, and Insurance, 2005 to 2019.	JAMA network open	2022	Ryan Suk	https://pubmed.ncbi.nlm.nih.gov/35040970/
35003710	10.7189/jogh.11.04036	PMC8709902	Implementing community-based human papillomavirus self-sampling with SMS text follow-up for cervical cancer screening in rural, southwestern Uganda.	Journal of global health	2021	Naima T Joseph	https://pubmed.ncbi.nlm.nih.gov/35003710/
34875556	10.1016/j.ejogrb.2021.11.430		Feasibility of sending a direct send HPV self-sampling kit to long-term non-attenders in an organized cervical screening program.	European journal of obstetrics, gynecology, and reproductive biology	2022	Hanna Sahlgren	https://pubmed.ncbi.nlm.nih.gov/34875556/
34861338	10.1016/j.ypmed.2021.106900		Worldwide use of HPV self-sampling for cervical cancer screening.	Preventive medicine	2022	B Serrano	https://pubmed.ncbi.nlm.nih.gov/34861338/
34800474	10.1016/j.ypmed.2021.106896	PMC8724401	Does mailing unsolicited HPV self-sampling kits to women overdue for cervical cancer screening impact uptake of other preventive health services in a United States integrated delivery system?	Preventive medicine	2022	Hitomi Kariya	https://pubmed.ncbi.nlm.nih.gov/34800474/
34792928	10.1258/0956462054679214	PMC11391476	¡Habla de VPH! An Educational Activity for College Students in Puerto Rico.	Puerto Rico health sciences journal	2021	Vivian Colón-López	https://pubmed.ncbi.nlm.nih.gov/34792928/
